row_1,row_2,row_3,row_4,solution_count
green lion;blue giraffe;red camel;green giraffe,red giraffe;green hippo;blue lion;red lion,red hippo;blue hippo;blue camel;yellow giraffe,yellow lion;yellow camel;yellow hippo;green camel,7
yellow hippo;blue lion;blue camel;red giraffe,yellow giraffe;red camel;green camel;blue hippo,green lion;blue giraffe;red lion;green hippo,yellow camel;green giraffe;yellow lion;red hippo,17
green camel;green lion;yellow giraffe;yellow hippo,blue giraffe;red giraffe;blue hippo;red lion,red hippo;yellow camel;green hippo;yellow lion,red camel;green giraffe;blue lion;blue camel,1
blue giraffe;yellow hippo;green lion;yellow giraffe,yellow camel;blue camel;yellow lion;red giraffe,green camel;blue hippo;red lion;red hippo,red camel;green giraffe;blue lion;green hippo,70
red camel;green giraffe;green camel;yellow hippo,blue lion;red giraffe;blue giraffe;blue hippo,green hippo;yellow giraffe;green lion;yellow camel,red lion;blue camel;red hippo;yellow lion,9
blue hippo;blue giraffe;green camel;red camel,green lion;yellow hippo;yellow lion;green giraffe,yellow camel;yellow giraffe;blue camel;red hippo,red lion;red giraffe;blue lion;green hippo,0
green giraffe;blue giraffe;yellow giraffe;blue camel,green hippo;green camel;red camel;red lion,green lion;yellow lion;blue hippo;blue lion,yellow hippo;red giraffe;red hippo;yellow camel,79
yellow lion;green hippo;blue hippo;red hippo,red lion;red giraffe;yellow giraffe;blue lion,green giraffe;blue giraffe;red camel;green camel,green lion;blue camel;yellow hippo;yellow camel,87
blue hippo;blue lion;blue giraffe;yellow hippo,yellow camel;red giraffe;green hippo;red hippo,red lion;green giraffe;yellow giraffe;yellow lion,blue camel;green lion;green camel;red camel,48
green lion;red giraffe;green hippo;yellow hippo,red camel;blue hippo;blue lion;blue giraffe,yellow camel;yellow giraffe;yellow lion;red hippo,blue camel;red lion;green giraffe;green camel,34
blue lion;yellow giraffe;blue giraffe;red giraffe,yellow hippo;green camel;green lion;green hippo,red camel;blue camel;yellow lion;red hippo,blue hippo;yellow camel;red lion;green giraffe,121
yellow camel;blue hippo;red camel;green lion,green camel;blue giraffe;blue camel;yellow lion,yellow giraffe;green giraffe;yellow hippo;green hippo,blue lion;red giraffe;red lion;red hippo,30
blue camel;red lion;blue giraffe;green lion,yellow giraffe;red hippo;blue lion;red camel,green giraffe;yellow camel;red giraffe;blue hippo,yellow lion;yellow hippo;green camel;green hippo,0
green hippo;yellow hippo;green camel;red lion,red giraffe;yellow lion;green lion;green giraffe,blue hippo;red hippo;blue camel;red camel,yellow giraffe;blue lion;yellow camel;blue giraffe,24
yellow lion;green camel;green giraffe;red giraffe,blue giraffe;blue camel;yellow hippo;red hippo,blue hippo;red lion;yellow camel;blue lion,yellow giraffe;green hippo;red camel;green lion,2
red camel;green camel;yellow lion;blue hippo,blue giraffe;green lion;yellow giraffe;red lion,green giraffe;yellow camel;green hippo;red giraffe,blue lion;red hippo;blue camel;yellow hippo,0
green camel;blue camel;green giraffe;red camel,red lion;red giraffe;blue lion;yellow giraffe,blue giraffe;red hippo;green hippo;yellow camel,yellow hippo;green lion;yellow lion;blue hippo,0
red lion;yellow lion;blue hippo;yellow camel,yellow giraffe;red hippo;yellow hippo;blue lion,green lion;green hippo;red giraffe;blue giraffe,green giraffe;green camel;red camel;blue camel,101
blue giraffe;blue hippo;red giraffe;blue lion,red hippo;green giraffe;green hippo;yellow lion,blue camel;yellow giraffe;yellow camel;green lion,red camel;green camel;red lion;yellow hippo,30
green hippo;green giraffe;yellow giraffe;red lion,blue giraffe;blue camel;yellow hippo;red giraffe,blue hippo;red camel;yellow lion;green lion,blue lion;yellow camel;red hippo;green camel,492
yellow giraffe;yellow camel;green hippo;green camel,blue camel;green lion;yellow hippo;red giraffe,red hippo;blue hippo;red camel;blue lion,blue giraffe;yellow lion;red lion;green giraffe,1
yellow giraffe;blue lion;green camel;green lion,yellow camel;green giraffe;red lion;blue camel,blue hippo;red camel;red hippo;red giraffe,green hippo;yellow hippo;blue giraffe;yellow lion,5
green camel;yellow lion;yellow hippo;red giraffe,green giraffe;blue hippo;green lion;red camel,red lion;red hippo;blue lion;yellow giraffe,blue camel;blue giraffe;yellow camel;green hippo,1
red hippo;green giraffe;green lion;blue giraffe,green hippo;yellow giraffe;blue camel;red camel,blue hippo;yellow lion;red lion;yellow camel,blue lion;yellow hippo;green camel;red giraffe,79
green camel;blue hippo;yellow giraffe;blue giraffe,blue camel;blue lion;red camel;yellow lion,green giraffe;red lion;red giraffe;red hippo,green lion;yellow hippo;yellow camel;green hippo,3
yellow hippo;blue lion;red giraffe;red lion,red camel;blue hippo;green camel;blue giraffe,red hippo;green giraffe;yellow lion;green lion,green hippo;blue camel;yellow giraffe;yellow camel,30
green camel;red camel;yellow camel;red lion,green hippo;yellow hippo;green lion;green giraffe,red hippo;blue giraffe;blue hippo;yellow giraffe,yellow lion;blue lion;red giraffe;blue camel,0
yellow hippo;green lion;red giraffe;blue hippo,yellow lion;blue camel;green giraffe;red camel,green camel;green hippo;red lion;blue giraffe,yellow giraffe;blue lion;yellow camel;red hippo,60
green hippo;yellow lion;yellow camel;blue hippo,yellow giraffe;blue camel;blue lion;red lion,green giraffe;blue giraffe;green camel;yellow hippo,red hippo;red giraffe;red camel;green lion,53
blue camel;yellow lion;green camel;yellow hippo,yellow camel;red camel;blue hippo;red hippo,green lion;yellow giraffe;red giraffe;green giraffe,green hippo;red lion;blue giraffe;blue lion,0
blue giraffe;yellow giraffe;green hippo;blue camel,yellow camel;blue hippo;red lion;yellow hippo,red giraffe;green giraffe;blue lion;red hippo,yellow lion;green camel;red camel;green lion,5
red camel;blue lion;red hippo;blue hippo,red giraffe;yellow camel;green lion;green hippo,green camel;yellow lion;red lion;green giraffe,yellow giraffe;blue camel;yellow hippo;blue giraffe,294
red lion;red giraffe;green giraffe;red hippo,yellow camel;yellow giraffe;blue lion;red camel,green camel;yellow lion;yellow hippo;green lion,blue giraffe;blue hippo;green hippo;blue camel,40
red hippo;green hippo;yellow hippo;blue giraffe,yellow giraffe;red camel;red lion;red giraffe,blue camel;green giraffe;yellow lion;blue lion,green camel;yellow camel;blue hippo;green lion,24
blue camel;red camel;green lion;blue lion,blue hippo;red giraffe;yellow camel;green camel,green giraffe;yellow hippo;green hippo;blue giraffe,yellow lion;red hippo;yellow giraffe;red lion,0
yellow lion;green lion;yellow giraffe;yellow hippo,yellow camel;red giraffe;blue hippo;blue giraffe,red hippo;red camel;blue lion;green hippo,green giraffe;red lion;blue camel;green camel,25
yellow giraffe;green hippo;green giraffe;red giraffe,green camel;red hippo;blue hippo;blue camel,red lion;yellow camel;yellow hippo;blue giraffe,blue lion;red camel;green lion;yellow lion,21
green hippo;red giraffe;green camel;red hippo,yellow giraffe;blue hippo;yellow camel;red lion,red camel;yellow lion;blue camel;blue giraffe,green giraffe;green lion;yellow hippo;blue lion,0
red hippo;green lion;red lion;green camel,blue lion;red camel;yellow lion;green giraffe,blue hippo;green hippo;yellow giraffe;red giraffe,yellow camel;blue giraffe;blue camel;yellow hippo,0
yellow giraffe;red lion;yellow camel;yellow lion,blue lion;red giraffe;red hippo;green lion,green hippo;blue camel;yellow hippo;red camel,blue giraffe;green giraffe;green camel;blue hippo,7
yellow giraffe;green camel;red camel;red lion,green giraffe;yellow camel;blue giraffe;green lion,red hippo;blue lion;blue hippo;yellow lion,blue camel;green hippo;red giraffe;yellow hippo,5
yellow giraffe;green lion;red camel;blue camel,green hippo;green camel;blue hippo;yellow hippo,red hippo;blue giraffe;yellow lion;red giraffe,green giraffe;blue lion;red lion;yellow camel,37
blue giraffe;yellow camel;blue camel;red giraffe,blue hippo;yellow hippo;red hippo;red camel,green lion;yellow lion;green hippo;yellow giraffe,green camel;green giraffe;red lion;blue lion,0
red giraffe;green lion;blue lion;green giraffe,blue camel;blue hippo;yellow camel;blue giraffe,red lion;yellow hippo;green hippo;red hippo,green camel;yellow giraffe;yellow lion;red camel,2
blue hippo;green giraffe;blue camel;yellow giraffe,blue giraffe;red camel;yellow camel;red hippo,yellow hippo;green lion;yellow lion;blue lion,red giraffe;green hippo;red lion;green camel,0
yellow hippo;green lion;green camel;red hippo,red giraffe;yellow lion;red camel;red lion,blue giraffe;yellow giraffe;blue hippo;green giraffe,blue lion;yellow camel;blue camel;green hippo,77
blue lion;red lion;red hippo;yellow camel,green lion;yellow giraffe;red camel;green giraffe,blue hippo;yellow lion;green hippo;red giraffe,blue giraffe;green camel;yellow hippo;blue camel,5
blue hippo;blue giraffe;red hippo;green camel,green giraffe;yellow camel;blue lion;red camel,yellow lion;red giraffe;yellow giraffe;green lion,blue camel;green hippo;yellow hippo;red lion,0
green lion;green giraffe;yellow hippo;blue camel,red lion;yellow lion;red camel;blue giraffe,red hippo;blue hippo;green camel;green hippo,red giraffe;yellow camel;blue lion;yellow giraffe,2
green giraffe;blue giraffe;green lion;blue camel,yellow lion;blue lion;yellow hippo;red camel,red hippo;red giraffe;red lion;blue hippo,yellow camel;green camel;yellow giraffe;green hippo,3
blue hippo;blue giraffe;yellow lion;red giraffe,yellow giraffe;red camel;green lion;green hippo,blue camel;blue lion;red hippo;green giraffe,red lion;green camel;yellow hippo;yellow camel,70
blue lion;red lion;green hippo;green camel,yellow giraffe;yellow lion;yellow hippo;green giraffe,blue camel;yellow camel;blue hippo;red hippo,red camel;red giraffe;blue giraffe;green lion,498
green lion;green hippo;yellow giraffe;blue camel,green giraffe;blue giraffe;blue lion;yellow camel,red camel;yellow hippo;red lion;blue hippo,yellow lion;red hippo;red giraffe;green camel,0
blue camel;green hippo;red lion;red camel,yellow camel;yellow giraffe;green lion;blue hippo,red hippo;green camel;yellow lion;blue lion,yellow hippo;green giraffe;blue giraffe;red giraffe,32
green camel;red camel;green lion;red giraffe,yellow hippo;green giraffe;red hippo;red lion,green hippo;blue camel;yellow lion;blue lion,blue hippo;yellow giraffe;yellow camel;blue giraffe,47
blue giraffe;green camel;yellow camel;blue camel,yellow giraffe;green giraffe;yellow hippo;yellow lion,red hippo;red giraffe;blue hippo;blue lion,green lion;green hippo;red camel;red lion,175
green giraffe;blue hippo;green camel;blue giraffe,yellow giraffe;green lion;blue camel;red giraffe,yellow camel;red lion;green hippo;yellow hippo,blue lion;red camel;red hippo;yellow lion,2
red lion;yellow lion;yellow giraffe;yellow hippo,green hippo;red hippo;blue camel;red giraffe,green lion;blue hippo;yellow camel;green camel,red camel;green giraffe;blue giraffe;blue lion,62
red lion;red giraffe;blue hippo;green giraffe,yellow giraffe;yellow lion;blue giraffe;blue camel,red camel;green camel;red hippo;yellow hippo,green lion;green hippo;blue lion;yellow camel,5
blue lion;red lion;green lion;blue giraffe,green giraffe;red hippo;red camel;yellow camel,yellow hippo;green camel;blue hippo;yellow lion,blue camel;red giraffe;yellow giraffe;green hippo,2
blue giraffe;green camel;yellow lion;red giraffe,yellow hippo;red lion;yellow camel;green giraffe,green hippo;green lion;red hippo;red camel,blue camel;blue hippo;blue lion;yellow giraffe,67
blue hippo;yellow giraffe;red giraffe;red lion,green camel;blue lion;yellow lion;green hippo,yellow hippo;red camel;green giraffe;yellow camel,green lion;red hippo;blue giraffe;blue camel,3
green camel;blue camel;yellow lion;blue giraffe,yellow hippo;blue hippo;green lion;blue lion,red hippo;green hippo;green giraffe;yellow camel,red giraffe;yellow giraffe;red camel;red lion,91
yellow giraffe;blue lion;blue giraffe;red giraffe,blue camel;green lion;green giraffe;blue hippo,red lion;yellow lion;green camel;red camel,green hippo;yellow camel;red hippo;yellow hippo,0
blue lion;yellow hippo;yellow camel;red giraffe,red lion;green lion;green hippo;red hippo,yellow lion;green giraffe;blue giraffe;green camel,yellow giraffe;red camel;blue hippo;blue camel,210
green lion;yellow giraffe;yellow hippo;green giraffe,blue lion;red lion;yellow lion;red giraffe,yellow camel;red hippo;blue hippo;blue giraffe,red camel;green camel;blue camel;green hippo,266
green lion;red lion;red giraffe;yellow giraffe,red hippo;yellow hippo;blue hippo;yellow lion,blue camel;yellow camel;green hippo;blue giraffe,green camel;green giraffe;red camel;blue lion,105
green hippo;yellow giraffe;green lion;blue giraffe,blue hippo;red hippo;red giraffe;yellow lion,red camel;blue camel;green camel;green giraffe,blue lion;yellow camel;yellow hippo;red lion,17
red lion;red giraffe;blue giraffe;red hippo,yellow giraffe;red camel;green giraffe;green hippo,yellow lion;blue hippo;yellow hippo;green lion,blue camel;green camel;blue lion;yellow camel,0
yellow camel;blue hippo;red giraffe;blue lion,yellow giraffe;red lion;red hippo;green giraffe,green camel;blue camel;blue giraffe;green hippo,green lion;yellow hippo;yellow lion;red camel,5
red giraffe;red hippo;yellow lion;yellow giraffe,red lion;blue giraffe;green giraffe;green lion,green hippo;green camel;yellow hippo;blue hippo,yellow camel;blue camel;red camel;blue lion,47
red hippo;red camel;blue camel;yellow hippo,blue hippo;red giraffe;green camel;yellow lion,yellow giraffe;green hippo;yellow camel;green lion,blue giraffe;blue lion;green giraffe;red lion,44
green giraffe;red lion;blue hippo;blue camel,yellow hippo;blue giraffe;green hippo;red camel,green camel;blue lion;yellow giraffe;green lion,yellow lion;red giraffe;yellow camel;red hippo,0
red hippo;blue hippo;yellow lion;red giraffe,red lion;green camel;blue camel;green lion,red camel;green giraffe;blue giraffe;blue lion,yellow camel;yellow giraffe;green hippo;yellow hippo,0
red giraffe;green lion;green giraffe;red camel,yellow camel;yellow lion;yellow giraffe;blue giraffe,yellow hippo;green hippo;blue lion;blue camel,red lion;green camel;blue hippo;red hippo,75
red giraffe;red hippo;green giraffe;blue camel,blue lion;red camel;yellow camel;green camel,green lion;yellow hippo;red lion;green hippo,blue hippo;yellow lion;yellow giraffe;blue giraffe,23
blue lion;blue hippo;blue giraffe;yellow giraffe,red camel;red lion;green giraffe;blue camel,yellow camel;yellow lion;green lion;yellow hippo,green hippo;red giraffe;red hippo;green camel,6
yellow giraffe;blue camel;green camel;yellow lion,green lion;green giraffe;red camel;red giraffe,red hippo;blue giraffe;green hippo;yellow camel,blue hippo;red lion;yellow hippo;blue lion,0
blue giraffe;blue hippo;yellow hippo;blue camel,red hippo;green camel;yellow lion;red giraffe,red camel;green giraffe;red lion;green lion,blue lion;yellow camel;green hippo;yellow giraffe,0
green lion;green camel;yellow camel;blue lion,yellow hippo;blue hippo;blue camel;red camel,red hippo;yellow giraffe;blue giraffe;yellow lion,red giraffe;green hippo;red lion;green giraffe,6
blue giraffe;blue lion;yellow lion;yellow camel,green hippo;blue hippo;red lion;red camel,yellow giraffe;red hippo;green lion;green giraffe,red giraffe;blue camel;yellow hippo;green camel,45
yellow hippo;green lion;green giraffe;red lion,yellow camel;blue lion;blue camel;yellow giraffe,blue giraffe;red giraffe;red camel;red hippo,green camel;blue hippo;yellow lion;green hippo,11
green lion;blue lion;yellow hippo;red giraffe,red lion;red camel;green camel;blue camel,green giraffe;red hippo;yellow lion;yellow giraffe,yellow camel;blue giraffe;blue hippo;green hippo,60
red camel;green hippo;red giraffe;yellow hippo,yellow giraffe;yellow camel;blue hippo;green giraffe,blue camel;red lion;blue giraffe;green lion,green camel;blue lion;yellow lion;red hippo,3
green giraffe;yellow hippo;blue lion;red hippo,blue hippo;green hippo;blue giraffe;green camel,yellow giraffe;yellow lion;blue camel;yellow camel,red lion;red camel;red giraffe;green lion,4
green camel;yellow camel;green hippo;red camel,red giraffe;yellow giraffe;blue hippo;red lion,yellow lion;green lion;blue lion;blue camel,green giraffe;yellow hippo;red hippo;blue giraffe,289
blue lion;green hippo;green giraffe;yellow giraffe,blue camel;red hippo;green camel;blue hippo,green lion;yellow camel;red camel;blue giraffe,yellow lion;red giraffe;yellow hippo;red lion,0
blue lion;blue hippo;yellow camel;red lion,yellow hippo;green camel;green giraffe;blue giraffe,green hippo;red hippo;red camel;yellow giraffe,blue camel;green lion;red giraffe;yellow lion,306
yellow giraffe;green hippo;blue lion;red hippo,blue camel;green lion;yellow lion;blue giraffe,yellow hippo;red lion;red giraffe;red camel,green giraffe;blue hippo;yellow camel;green camel,20
blue camel;yellow giraffe;blue giraffe;red camel,yellow hippo;green hippo;yellow lion;blue hippo,red hippo;green lion;yellow camel;blue lion,green camel;green giraffe;red giraffe;red lion,23
blue hippo;red lion;green camel;green lion,yellow giraffe;green hippo;blue lion;blue camel,yellow lion;green giraffe;red hippo;yellow hippo,yellow camel;red giraffe;blue giraffe;red camel,10
blue giraffe;yellow lion;green hippo;blue lion,green camel;blue camel;yellow giraffe;red hippo,green lion;red giraffe;red camel;green giraffe,yellow hippo;blue hippo;yellow camel;red lion,0
yellow lion;blue lion;green lion;green giraffe,green hippo;yellow hippo;blue camel;red hippo,green camel;red giraffe;red lion;red camel,yellow camel;blue hippo;yellow giraffe;blue giraffe,41
red camel;blue hippo;green hippo;yellow lion,red lion;green camel;red hippo;green lion,blue giraffe;yellow giraffe;green giraffe;red giraffe,yellow hippo;blue camel;yellow camel;blue lion,0
yellow hippo;red hippo;green lion;blue giraffe,red camel;green giraffe;blue hippo;yellow camel,red lion;green camel;red giraffe;blue camel,blue lion;yellow lion;green hippo;yellow giraffe,86
blue lion;blue hippo;red lion;yellow camel,blue giraffe;red camel;yellow lion;red hippo,green camel;yellow giraffe;green hippo;yellow hippo,green giraffe;blue camel;red giraffe;green lion,27
red lion;red giraffe;green camel;green giraffe,blue lion;green hippo;green lion;yellow camel,yellow lion;yellow giraffe;blue camel;blue giraffe,blue hippo;red camel;red hippo;yellow hippo,57
green hippo;yellow lion;red giraffe;red camel,yellow giraffe;blue hippo;green lion;red hippo,green giraffe;yellow hippo;blue giraffe;yellow camel,blue camel;blue lion;red lion;green camel,103
red camel;red hippo;green giraffe;blue camel,red lion;green lion;yellow hippo;yellow camel,blue lion;yellow giraffe;red giraffe;blue giraffe,blue hippo;yellow lion;green hippo;green camel,229
yellow lion;red lion;green giraffe;red giraffe,yellow giraffe;red camel;blue lion;green camel,green lion;red hippo;blue hippo;blue camel,yellow hippo;blue giraffe;green hippo;yellow camel,10
blue camel;red giraffe;green camel;yellow giraffe,red hippo;blue lion;green giraffe;blue hippo,green lion;green hippo;yellow lion;yellow camel,red lion;red camel;blue giraffe;yellow hippo,35
red hippo;red lion;green giraffe;yellow lion,blue giraffe;blue lion;yellow giraffe;green camel,green lion;red giraffe;yellow hippo;yellow camel,blue camel;blue hippo;red camel;green hippo,65
yellow lion;red camel;green hippo;red giraffe,blue hippo;yellow giraffe;red lion;blue lion,yellow hippo;green giraffe;green lion;red hippo,yellow camel;blue camel;green camel;blue giraffe,101
yellow giraffe;red giraffe;blue lion;green camel,green hippo;yellow camel;red camel;red hippo,blue hippo;green lion;yellow lion;green giraffe,yellow hippo;blue giraffe;blue camel;red lion,40
green camel;blue hippo;yellow hippo;blue giraffe,green giraffe;yellow lion;red lion;red camel,green lion;yellow giraffe;red giraffe;red hippo,blue camel;green hippo;blue lion;yellow camel,232
blue camel;blue hippo;red giraffe;yellow hippo,green giraffe;red camel;yellow giraffe;blue lion,green lion;green camel;green hippo;red hippo,red lion;blue giraffe;yellow lion;yellow camel,23
blue hippo;red hippo;green lion;blue giraffe,red giraffe;blue camel;blue lion;green camel,yellow hippo;red lion;green hippo;green giraffe,yellow lion;red camel;yellow camel;yellow giraffe,53
yellow hippo;red hippo;red lion;blue hippo,blue lion;green camel;green giraffe;yellow giraffe,green lion;red camel;green hippo;yellow camel,yellow lion;blue giraffe;red giraffe;blue camel,39
blue hippo;red giraffe;red hippo;red camel,blue lion;blue camel;green lion;green hippo,green giraffe;red lion;yellow camel;blue giraffe,green camel;yellow lion;yellow giraffe;yellow hippo,2
red lion;yellow giraffe;green hippo;yellow hippo,blue lion;red camel;yellow camel;green camel,blue hippo;green giraffe;blue camel;yellow lion,red hippo;blue giraffe;green lion;red giraffe,14
yellow camel;blue giraffe;yellow giraffe;green lion,blue camel;yellow hippo;red hippo;yellow lion,blue lion;green hippo;green camel;red giraffe,red camel;red lion;green giraffe;blue hippo,3
red camel;green hippo;yellow camel;red lion,yellow hippo;red hippo;yellow lion;blue camel,blue lion;blue hippo;blue giraffe;green camel,red giraffe;green giraffe;green lion;yellow giraffe,0
yellow hippo;blue lion;red lion;green hippo,green camel;red giraffe;green giraffe;yellow lion,yellow giraffe;blue giraffe;yellow camel;blue camel,red camel;blue hippo;green lion;red hippo,13
blue giraffe;yellow camel;yellow lion;green lion,blue hippo;yellow giraffe;blue camel;red lion,red hippo;blue lion;green hippo;yellow hippo,red camel;green giraffe;red giraffe;green camel,6
red giraffe;green hippo;yellow hippo;blue hippo,green giraffe;red lion;green camel;blue lion,blue giraffe;green lion;red hippo;yellow camel,blue camel;yellow lion;red camel;yellow giraffe,13
green giraffe;yellow lion;yellow hippo;green hippo,blue camel;yellow camel;blue hippo;yellow giraffe,green camel;blue lion;red giraffe;red lion,red camel;green lion;blue giraffe;red hippo,157
yellow lion;blue camel;red giraffe;green hippo,red camel;yellow hippo;green lion;green camel,blue hippo;yellow camel;red hippo;yellow giraffe,blue lion;blue giraffe;green giraffe;red lion,8
yellow hippo;red giraffe;red hippo;yellow lion,blue giraffe;green camel;green giraffe;blue camel,yellow camel;green lion;red lion;blue hippo,red camel;blue lion;yellow giraffe;green hippo,0
red giraffe;green lion;blue giraffe;red camel,blue lion;yellow hippo;green camel;green giraffe,yellow lion;red lion;red hippo;green hippo,blue hippo;blue camel;yellow giraffe;yellow camel,18
red camel;green hippo;yellow giraffe;red giraffe,green camel;blue giraffe;red lion;yellow hippo,blue lion;blue camel;yellow camel;yellow lion,blue hippo;green giraffe;green lion;red hippo,110
red camel;green giraffe;yellow lion;red lion,green hippo;blue giraffe;blue camel;green camel,yellow camel;green lion;yellow hippo;blue hippo,blue lion;red hippo;yellow giraffe;red giraffe,0
yellow camel;yellow lion;red camel;red hippo,green hippo;blue giraffe;blue hippo;green camel,red giraffe;blue lion;yellow giraffe;blue camel,green lion;green giraffe;yellow hippo;red lion,0
yellow camel;blue hippo;green giraffe;red camel,red giraffe;blue giraffe;blue camel;blue lion,yellow lion;yellow giraffe;red hippo;green lion,green hippo;yellow hippo;red lion;green camel,29
red giraffe;green giraffe;yellow giraffe;red hippo,green hippo;green lion;yellow camel;blue hippo,blue giraffe;red lion;yellow lion;blue lion,blue camel;yellow hippo;red camel;green camel,8
yellow hippo;green hippo;green giraffe;green camel,yellow lion;red hippo;red camel;blue lion,blue hippo;yellow giraffe;blue giraffe;red lion,green lion;red giraffe;blue camel;yellow camel,107
green camel;yellow lion;red lion;blue hippo,blue lion;green lion;yellow camel;blue giraffe,red hippo;yellow giraffe;green hippo;red camel,blue camel;green giraffe;yellow hippo;red giraffe,0
red giraffe;green giraffe;yellow giraffe;blue giraffe,green hippo;red camel;blue hippo;blue camel,yellow lion;yellow hippo;red hippo;blue lion,green lion;green camel;red lion;yellow camel,145
blue lion;yellow camel;green giraffe;green hippo,red hippo;green camel;yellow hippo;blue giraffe,blue camel;yellow lion;green lion;red lion,red camel;yellow giraffe;blue hippo;red giraffe,23
green camel;yellow hippo;green lion;red camel,red lion;yellow lion;blue hippo;red giraffe,blue camel;yellow camel;red hippo;blue giraffe,green hippo;blue lion;green giraffe;yellow giraffe,21
yellow camel;yellow lion;blue camel;green camel,red giraffe;blue hippo;green giraffe;yellow giraffe,green lion;green hippo;blue lion;yellow hippo,red lion;blue giraffe;red hippo;red camel,2
red camel;yellow lion;green lion;yellow hippo,green giraffe;yellow camel;red lion;blue lion,blue hippo;blue camel;red giraffe;blue giraffe,green hippo;yellow giraffe;red hippo;green camel,0
red giraffe;blue lion;blue giraffe;green hippo,green lion;green camel;red camel;yellow giraffe,red hippo;yellow hippo;yellow lion;yellow camel,red lion;blue camel;green giraffe;blue hippo,174
blue lion;yellow camel;green giraffe;blue giraffe,green camel;blue hippo;green lion;green hippo,yellow giraffe;red lion;yellow hippo;yellow lion,blue camel;red camel;red hippo;red giraffe,7
red lion;yellow hippo;blue camel;blue lion,yellow giraffe;red hippo;yellow camel;blue hippo,green giraffe;blue giraffe;yellow lion;red camel,green hippo;red giraffe;green lion;green camel,91
blue lion;yellow hippo;green hippo;blue camel,red lion;yellow giraffe;green camel;yellow lion,green giraffe;red camel;yellow camel;red hippo,green lion;blue hippo;red giraffe;blue giraffe,0
red camel;blue giraffe;blue hippo;red hippo,yellow camel;yellow giraffe;green hippo;green camel,green lion;green giraffe;red lion;red giraffe,yellow lion;yellow hippo;blue camel;blue lion,126
green camel;green giraffe;yellow hippo;red giraffe,blue hippo;yellow giraffe;green hippo;blue lion,yellow lion;blue camel;yellow camel;red lion,green lion;red camel;blue giraffe;red hippo,1
green hippo;green lion;red giraffe;blue lion,blue hippo;green giraffe;yellow hippo;blue giraffe,red camel;green camel;red hippo;yellow camel,yellow lion;blue camel;yellow giraffe;red lion,0
green lion;blue hippo;green hippo;blue lion,red lion;yellow camel;yellow lion;yellow hippo,blue giraffe;red giraffe;red hippo;green camel,blue camel;green giraffe;red camel;yellow giraffe,0
red camel;green giraffe;green camel;blue lion,yellow hippo;red giraffe;blue giraffe;blue hippo,yellow giraffe;red lion;yellow camel;green hippo,red hippo;green lion;blue camel;yellow lion,28
red lion;green hippo;blue camel;red camel,yellow giraffe;yellow camel;yellow hippo;red giraffe,green camel;blue lion;green lion;green giraffe,yellow lion;blue giraffe;red hippo;blue hippo,3
blue lion;red giraffe;yellow lion;blue hippo,green giraffe;red lion;red camel;green hippo,red hippo;yellow giraffe;yellow camel;blue giraffe,green camel;blue camel;green lion;yellow hippo,8
red camel;green giraffe;red lion;blue hippo,red hippo;green hippo;blue giraffe;red giraffe,yellow camel;blue lion;yellow giraffe;yellow lion,green camel;blue camel;green lion;yellow hippo,106
green camel;green hippo;blue lion;yellow giraffe,red camel;red giraffe;yellow lion;blue camel,blue giraffe;red hippo;blue hippo;yellow hippo,red lion;yellow camel;green giraffe;green lion,1
blue camel;green hippo;yellow camel;red giraffe,green giraffe;yellow hippo;yellow giraffe;red camel,blue hippo;blue giraffe;green camel;red lion,red hippo;yellow lion;blue lion;green lion,110
blue camel;blue hippo;yellow lion;yellow hippo,yellow giraffe;green lion;red lion;green giraffe,red camel;blue lion;red giraffe;green hippo,yellow camel;green camel;blue giraffe;red hippo,118
yellow hippo;blue giraffe;green lion;green camel,blue hippo;yellow giraffe;yellow camel;red lion,blue lion;green hippo;green giraffe;yellow lion,blue camel;red giraffe;red hippo;red camel,129
blue lion;yellow camel;green camel;yellow hippo,yellow giraffe;green giraffe;red lion;red camel,blue camel;red hippo;yellow lion;red giraffe,blue hippo;green lion;green hippo;blue giraffe,8
red camel;blue giraffe;blue camel;yellow camel,yellow hippo;red lion;red giraffe;green lion,green giraffe;yellow giraffe;green hippo;blue lion,blue hippo;green camel;red hippo;yellow lion,8
red hippo;yellow hippo;yellow lion;green camel,yellow camel;blue lion;blue hippo;red lion,blue camel;green hippo;green lion;red giraffe,yellow giraffe;red camel;green giraffe;blue giraffe,144
green lion;yellow lion;blue camel;blue hippo,blue giraffe;yellow camel;green giraffe;red lion,blue lion;green hippo;yellow giraffe;red camel,red giraffe;yellow hippo;red hippo;green camel,2
green lion;red giraffe;blue camel;green camel,red hippo;yellow camel;yellow hippo;green giraffe,yellow lion;green hippo;blue giraffe;blue hippo,red camel;red lion;blue lion;yellow giraffe,57
green lion;red giraffe;green camel;yellow hippo,yellow camel;yellow lion;blue lion;green hippo,yellow giraffe;red lion;blue giraffe;blue hippo,blue camel;red camel;green giraffe;red hippo,226
yellow hippo;yellow giraffe;blue lion;green hippo,green lion;red camel;blue camel;red lion,red giraffe;green camel;yellow camel;red hippo,blue giraffe;blue hippo;yellow lion;green giraffe,12
red lion;green giraffe;green hippo;yellow camel,green lion;red camel;blue hippo;blue giraffe,red hippo;yellow lion;yellow giraffe;blue camel,green camel;red giraffe;yellow hippo;blue lion,398
